gene_symbol,Plcb1
analysis_id,m0cr8s7952mw8fa
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_016_001_002
mouse_strain,C52BL
gene_accession_id,MGI:97613
pvalue,0.6046485
parameter_name,Red blood cell count
