gene_symbol,Arpc2
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
pvalue,0.1732916
mouse_strain,129SV
parameter_id,MGP_IMM_026_001
analysis_id,63w2uxyul8k4qbq
