gene_symbol,Nucks1
gene_accession_id,MGI:1934811
parameter_name,Light side time spent
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.217462
parameter_id,JAX_LDT_002_001
analysis_id,k04m70nqve2n4g3
