mouse_life_stage,Early adult
parameter_name,Total holepokes
pvalue,0.2918149
gene_accession_id,MGI:2685053
gene_symbol,Ntmt2
analysis_id,isx60zr0lcw53rl
parameter_id,JAXLA_HBD_001_001
mouse_strain,C57BL
