gene_symbol,Ivd
mouse_strain,C57BL
pvalue,0.3535688
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:1929242
parameter_name,Corneal opacity
analysis_id,mwrg34pl7sn7t65
