parameter_id,IMPC_CSD_078_001
gene_symbol,Zc2hc1a
pvalue,0.9529029
parameter_name,Vocalization
gene_accession_id,MGI:1914556
analysis_id,3zf5248lja54463
mouse_life_stage,Early adult
mouse_strain,C57BL
