parameter_id,HMGULA_DYS_024_001
pvalue,0.7711341
mouse_life_stage,Early adult
parameter_name,Vibrissae - appearance
gene_accession_id,MGI:3588214
mouse_strain,C57BL
analysis_id,05r78j39221e9si
gene_symbol,Rufy4
