parameter_id,IMPC_GEL_006_001
analysis_id,7w42j69f59z43l3
gene_symbol,Extl1
gene_accession_id,MGI:1888742
mouse_strain,C57BL
pvalue,0.2355585
mouse_life_stage,Early adult
parameter_name,Pericardium Morphology
