parameter_id,JAXLA_OFD_017_001
parameter_name,Center average speed
analysis_id,9kfk9b7kh56w605
pvalue,0.7321639
gene_symbol,Rab13
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1927232
