gene_symbol,Secisbp2l
parameter_id,MGP_PBI_040_001
gene_accession_id,MGI:1917604
mouse_life_stage,Late adult
pvalue,0.2662977
mouse_strain,C57BL
parameter_name,Eosinophil number
analysis_id,jk429s97q7fpb75
