parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
pvalue,0.820728
gene_symbol,Nucks1
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
analysis_id,cv39m3j68ngcxcz
mouse_strain,C57BL
