gene_symbol,Slc2a8
parameter_id,IMPC_OFD_021_001
pvalue,0.9028022
mouse_life_stage,Early adult
parameter_name,Number of rears - total
mouse_strain,C57BL
gene_accession_id,MGI:1860103
analysis_id,1j5yyz1lwatx92p
