gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,6kcr0i5xx8214tb
gene_accession_id,MGI:1914071
pvalue,0.3221965
mouse_life_stage,E9.5
parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
