gene_symbol,Slc39a10
analysis_id,99l55p99n5u53l4
mouse_life_stage,Early adult
parameter_name,HDL-cholesterol
gene_accession_id,MGI:1914515
pvalue,0.7139302
parameter_id,IMPC_CBC_016_001
mouse_strain,C57BL
