mouse_life_stage,Middle aged adult
pvalue,0.5259455
gene_symbol,Frmpd1
parameter_id,IMPC_DXA_004_001
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:2446274
analysis_id,3du435h1ueynj65
