parameter_name,Eye
mouse_life_stage,Early adult
pvalue,0.9641355
mouse_strain,C57BL
gene_symbol,Slx4ip
parameter_id,M-G-P_014_001_001
analysis_id,0tj34wrxh6dpc4h
gene_accession_id,MGI:1921493
