gene_symbol,Frmpd1
parameter_name,Shape of vertebrae
pvalue,0.2542606
gene_accession_id,MGI:2446274
analysis_id,227c6q10h808ub3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_018_001
