gene_symbol,Dnaaf9
pvalue,0.9040294
gene_accession_id,MGI:1923029
mouse_strain,C57BL
parameter_id,IMPC_IMM_006_001
analysis_id,b03783ay5zq30y7
mouse_life_stage,Early adult
parameter_name,Others
