parameter_name,Creatinine
mouse_strain,C57BL
analysis_id,6bv4963poutb0s6
parameter_id,IMPC_CBC_005_001
gene_accession_id,MGI:1922855
pvalue,0.9428645
mouse_life_stage,Early adult
gene_symbol,Kdm5b
