gene_symbol,Ddx27
mouse_life_stage,Early adult
analysis_id,wp5y53q797d647v
parameter_id,HRWLLA_OFD_020_001
pvalue,0.5188583
mouse_strain,129SV
parameter_name,Distance travelled - total
gene_accession_id,MGI:2385884
