mouse_life_stage,E18.5
parameter_name,End-Systolic Diameter
mouse_strain,C57BL
analysis_id,7582232cjbrsd1o
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
parameter_id,IMPC_ECH_001_001
pvalue,0.7367303
