parameter_id,IMPC_CSD_030_001
gene_symbol,Ivd
parameter_name,Tremor
gene_accession_id,MGI:1929242
mouse_strain,C57BL
pvalue,0.6824064
mouse_life_stage,Early adult
analysis_id,839usy8xw492e43
