parameter_id,IMPC_CBC_018_001
mouse_strain,C54BL
gene_accession_id,MGI:1914583
parameter_name,Glucose
mouse_life_stage,Early adult
pvalue,0.5977834
gene_symbol,Stk35
analysis_id,9bcqs323841e3td
