gene_symbol,Rab17
parameter_name,Mean platelet volume
gene_accession_id,MGI:104640
parameter_id,IMPC_HEM_019_001
mouse_life_stage,Early adult
pvalue,0.826673
analysis_id,1979dw025p751kt
mouse_strain,C56BL
