mouse_strain,129SV
parameter_id,IMPC_GEO_011_001
gene_symbol,Mms22l
mouse_life_stage,Early adult
pvalue,0.09893042
analysis_id,eq9xtv83341qh04
gene_accession_id,MGI:2684980
parameter_name,Blood Vessel Morphology
