gene_symbol,Hpca
parameter_id,JAX_OFD_020_001
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
pvalue,0.3018843
analysis_id,42454q95rbalm2l
