gene_symbol,Rab13
parameter_id,UCD_OWT_003_001
gene_accession_id,MGI:1927232
pvalue,0.4863331
analysis_id,r299mo0h9c568mz
parameter_name,Spleen weight
mouse_strain,C57BL
mouse_life_stage,Early adult
