parameter_id,IMPC_ECG_010_001
mouse_life_stage,Early adult
pvalue,0.9415746
gene_accession_id,MGI:107566
gene_symbol,Kifap3
parameter_name,HRV
mouse_strain,C56BL
analysis_id,6b7cgs5521oha06
