parameter_id,IMPC_EYE_056_001
analysis_id,tbdorh147325slt
parameter_name,Mean left eye lens density
gene_accession_id,MGI:1332236
mouse_strain,C57BL
gene_symbol,Cds2
mouse_life_stage,Early adult
pvalue,0.9929587
