parameter_id,IMPC_OFD_012_001
mouse_strain,C57BL
analysis_id,9q1kj84g9qhm1vm
gene_accession_id,MGI:1931322
parameter_name,Periphery permanence time
gene_symbol,Car13
pvalue,0.6400626
mouse_life_stage,Early adult
