pvalue,0.3283316
gene_symbol,Fpgs
parameter_id,MGP_CSD_064_001
parameter_name,Head morphology
mouse_life_stage,Early adult
analysis_id,k40gqi7z2bk3knk
mouse_strain,C57BL
gene_accession_id,MGI:95576
