gene_symbol,Jun
pvalue,0.2147099
analysis_id,rt38k7685364357
mouse_strain,C57BL
parameter_name,cDCs CD11b Type
parameter_id,IMPC_IMM_073_001
mouse_life_stage,E15.5
gene_accession_id,MGI:96646
