gene_symbol,Frmpd1
parameter_id,IMPC_DXA_007_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
parameter_name,BMC/Body weight
pvalue,0.8381961
analysis_id,v80l5uv27zuu623
mouse_strain,C57BL
