gene_symbol,Wars2
analysis_id,fk7q0z9hbzli1bv
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
pvalue,0.7996371
mouse_strain,C57BL
parameter_name,Average duration
parameter_id,JAX_ROT_002_001
