gene_symbol,Mms22l
analysis_id,1nvj063n7gd03l8
mouse_life_stage,Early adult
pvalue,0.4606696
gene_accession_id,MGI:2684980
parameter_id,MGP_IMM_015_001
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
