parameter_id,IMPC_HEM_019_001
mouse_life_stage,E15.5
pvalue,0.1219637
gene_accession_id,MGI:88174
gene_symbol,Bmi1
parameter_name,Mean platelet volume
analysis_id,ufoqs56x3xbrjyc
mouse_strain,C57BL
