gene_symbol,Trp53i11
mouse_life_stage,Early adult
analysis_id,3i7hlk8d6s8i8ou
gene_accession_id,MGI:2670995
parameter_id,IMPC_GEL_029_001
parameter_name,Midbrain
mouse_strain,C57BL
pvalue,0.5395506
