parameter_id,IMPC_DXA_010_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Bone Area
analysis_id,s90bq8m17oll0xq
gene_symbol,Wars2
pvalue,0.3819226
