gene_symbol,Hnf4a
parameter_name,B1B Cells
analysis_id,7n3i76879097593
gene_accession_id,MGI:109128
parameter_id,IMPC_IMM_064_001
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.2339659
