parameter_id,MGP_MLN_014_001
mouse_strain,C57BL
analysis_id,6e2e2w8xq8z050c
parameter_name,Resting CD8+ T cells - % of CD8+
pvalue,0.4572137
gene_accession_id,MGI:1274787
mouse_life_stage,Early adult
gene_symbol,Trdmt1
