gene_symbol,Mms22l
gene_accession_id,MGI:2684980
pvalue,0.9807899
parameter_name,CV
mouse_strain,129SV
parameter_id,IMPC_ECG_003_001
mouse_life_stage,Early adult
analysis_id,n8yv3cii7of114w
