parameter_name,Distance travelled - total
mouse_strain,129SV
pvalue,0.2209975
parameter_id,IMPC_OFD_020_001
gene_symbol,Arpc2
analysis_id,5e7y031mb02o30m
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
