gene_symbol,Fgb
parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
pvalue,0.6658063
analysis_id,vvs3l28839qgh79
mouse_life_stage,E15.5
parameter_id,ESLIM_011_001_702
gene_accession_id,MGI:99501
