gene_symbol,Inpp1
analysis_id,9i7lbj4m53nv46e
pvalue,0.4666888
gene_accession_id,MGI:104848
parameter_name,Breath rate during sleep standard deviation
mouse_strain,129SV
parameter_id,JAX_SLW_014_001
mouse_life_stage,Early adult
