pvalue,0.7750549
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,RGS20
gene_accession_id,MGI:1929866
parameter_id,M-G-P_013_001_001
parameter_name,Eye
analysis_id,0f224fk088rf81j
