parameter_id,IMPC_GEP_076_001
mouse_strain,C57BL
gene_accession_id,MGI:1918345
gene_symbol,Kif24
parameter_name,Cleft palate
analysis_id,1j1oxyk19jj49pe
pvalue,0.8157619
mouse_life_stage,Early adult
