gene_symbol,Sdcbp2
pvalue,0.276962
gene_accession_id,MGI:2385156
mouse_strain,C57BL
parameter_id,IMPC_DXA_003_001
analysis_id,r4si3cncyk88q94
parameter_name,Lean mass
mouse_life_stage,Early adult
