parameter_id,IMPC_DXA_007_001
gene_symbol,Lpgat1
pvalue,0.4592674
mouse_life_stage,E18.5
parameter_name,BMC/Body weight
gene_accession_id,MGI:2446186
analysis_id,6ku6243ve9zs772
mouse_strain,C57BL
