parameter_name,Lean/Body weight
mouse_strain,C57BL
pvalue,0.959035
mouse_life_stage,Early adult
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
analysis_id,a61d95ux21v2093
parameter_id,ESLIM_005_001_702
