parameter_name,Percent time in light
gene_accession_id,MGI:1913483
analysis_id,l4084brlvly094z
gene_symbol,Dmap1
mouse_life_stage,E12.5
parameter_id,JAX_LDT_009_001
pvalue,0.694788
mouse_strain,C57BL
