mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2442483
analysis_id,07b5p8ge82ge09z
parameter_id,IMPC_CBC_025_001
gene_symbol,Usp37
parameter_name,LDL-cholesterol
pvalue,0.8753246
