gene_symbol,Ubxn4
pvalue,0.5512215
parameter_name,CD11b-high cDC - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,MGP_IMM_129_001
analysis_id,r8e4z810722p4xf
gene_accession_id,MGI:1915062
