gene_symbol,Arnt
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Prepulse inhibition - PP3
analysis_id,39574127vr35mb3
parameter_id,ESLIM_011_001_703
pvalue,0.7929247
gene_accession_id,MGI:88071
