parameter_id,IMPC_EYE_023_001
analysis_id,jremc281lwki226
mouse_strain,C57BL
gene_symbol,Sema6c
pvalue,0.6608028
mouse_life_stage,Early adult
gene_accession_id,MGI:1338032
parameter_name,Optic Disc
