gene_symbol,Dmap1
parameter_id,IMPC_EYE_092_002
pvalue,0.857082
analysis_id,94d57s4f6296b32
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,Retina (combined)
mouse_life_stage,E12.5
