gene_symbol,Slc39a10
parameter_id,IMPC_ECH_001_001
gene_accession_id,MGI:1914515
mouse_strain,C57BL
pvalue,0.8599599
parameter_name,End-Systolic Diameter
analysis_id,liq90995067096n
mouse_life_stage,E9.5
