parameter_id,IMPC_XRY_064_001
pvalue,0.3102725
gene_accession_id,MGI:1916220
mouse_life_stage,Early adult
gene_symbol,Dcaf12
analysis_id,6n74yd54k68i917
parameter_name,Thoracic processes
mouse_strain,C57BL
