parameter_id,M-G-P_008_001_013
parameter_name,Startle Response
analysis_id,d89ika17809evj9
pvalue,0.3978773
gene_symbol,Hpca
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
mouse_strain,C57BL
