gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
pvalue,0.1592818
mouse_strain,C57BL
parameter_id,MGP_MLN_072_001
analysis_id,3qef82btrb82tp9
parameter_name,KLRG1+ Treg cells - % of CD45+
