parameter_id,IMPC_EYE_059_001
parameter_name,Mean right eye lens density
mouse_strain,C57BL
pvalue,0.3677099
analysis_id,nmt0vz133fp6c75
mouse_life_stage,Early adult
gene_symbol,Rap2b
gene_accession_id,MGI:1921262
