mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
parameter_id,IMPC_XRY_025_001
mouse_strain,C57BL
analysis_id,fpzhvxnbym4vz93
pvalue,0.0878725
gene_symbol,Lpgat1
parameter_name,Tibia
