mouse_life_stage,Middle aged adult
analysis_id,4216mh9896o4t2h
parameter_id,MGP_MLN_064_001
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.9097383
gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
