parameter_id,IMPC_ABR_002_001
analysis_id,69ru82kfsznzo3q
mouse_life_stage,Early adult
gene_accession_id,MGI:1919949
gene_symbol,Lime1
mouse_strain,C52BL
pvalue,0.2742106
parameter_name,Click-evoked ABR threshold
