parameter_id,M-G-P_009_001_003
pvalue,0.1626502
analysis_id,k080rl49s6t4835
mouse_life_stage,E9.5
parameter_name,Body weight
mouse_strain,C57BL
gene_symbol,Hspa5
gene_accession_id,MGI:95835
